external_code,w,h,low_res
1664,884,691,False
1665,210,472,False
1666,829,891,False
1667,432,476,False
1668,895,690,False
1669,894,762,False
1670,897,719,False
1671,890,671,False
1672,894,607,False
1673,893,532,False
1674,323,476,False
1675,459,476,False
1676,894,611,False
1677,457,473,False
1678,893,587,False
1679,897,759,False
1680,122,322,False
1681,895,676,False
1682,895,837,False
1683,863,884,False
1684,190,470,False
1685,893,840,False
1686,892,698,False
1687,896,671,False
1688,900,607,False
1689,894,765,False
1690,776,893,False
1691,629,898,False
1692,272,475,False
1693,358,477,False
1694,891,768,False
1695,890,706,False
1696,207,473,False
1697,679,893,False
1698,894,886,False
1699,187,479,False
1700,783,892,False
1701,216,474,False
1702,893,731,False
1703,746,895,False
1704,463,474,False
1705,891,879,False
1706,301,474,False
1707,893,696,False
1708,592,475,False
1709,893,606,False
1710,892,824,False
1711,755,892,False
1712,600,891,False
1713,786,678,False
1714,677,894,False
1715,890,874,False
1716,893,581,False
1717,756,895,False
1718,296,478,False
1719,490,476,False
1720,332,473,False
1721,321,471,False
1722,886,871,False
1723,159,318,False
1724,845,889,False
1725,892,545,False
1726,197,473,False
1727,619,884,False
1728,885,708,False
1729,520,476,False
1730,186,475,False
1731,599,474,False
1732,321,214,False
1733,516,476,False
1734,497,473,False
1735,887,834,False
1736,521,476,False
1737,882,613,False
1738,314,364,False
1739,896,608,False
1740,559,893,False
1741,479,476,False
1742,539,475,False
1743,585,474,False
1744,893,818,False
1745,896,679,False
1746,352,379,False
1747,342,370,False
1748,460,473,False
1749,467,476,False
1750,605,400,False
1751,428,473,False
1752,572,885,False
1753,893,804,False
1754,404,476,False
1755,350,694,False
1756,788,475,False
1757,385,373,False
1758,895,642,False
1759,878,469,False
1760,553,477,False
1761,563,893,False
1762,559,475,False
1763,534,892,False
1764,454,478,False
1765,893,874,False
1766,231,470,False
1767,615,885,False
1768,748,893,False
1769,848,465,False
1770,559,825,False
1771,234,476,False
1772,421,882,False
1773,564,475,False
1774,773,895,False
1775,183,475,False
1776,526,473,False
1777,638,897,False
1778,695,894,False
1779,400,889,False
1780,896,760,False
1781,892,608,False
1782,836,885,False
1783,502,887,False
1784,816,888,False
1785,820,887,False
1786,893,692,False
1787,893,750,False
1788,681,887,False
1789,893,763,False
1790,750,872,False
1791,708,894,False
1792,637,882,False
1793,517,892,False
1794,893,840,False
1795,781,897,False
1796,201,476,False
1797,440,476,False
1798,362,676,False
1799,488,474,False
1800,892,747,False
1801,489,892,False
1802,605,895,False
1803,345,475,False
1804,321,207,False
1805,471,456,False
1806,193,233,False
1807,601,475,False
1808,612,473,False
1809,370,475,False
1810,181,352,False
1811,738,475,False
1812,896,744,False
1813,597,475,False
1814,840,886,False
1815,854,888,False
1816,892,592,False
1817,558,471,False
1818,887,855,False
1819,433,476,False
1820,643,474,False
1821,242,476,False
1822,144,317,False
1823,247,219,False
1824,217,213,True
1825,895,817,False
1826,709,474,False
1827,168,211,True
1828,891,761,False
1829,247,470,False
1830,653,893,False
1831,302,229,False
1832,885,627,False
1833,147,318,False
1834,318,467,False
1835,886,627,False
1836,143,320,False
1837,790,891,False
1838,897,701,False
1839,883,779,False
1840,306,473,False
1841,626,888,False
1842,395,472,False
1843,742,894,False
1844,616,897,False
1845,629,897,False
1846,896,854,False
1847,314,770,False
1848,466,878,False
1849,450,547,False
1850,861,891,False
1851,452,476,False
1852,186,267,False
1853,728,891,False
1854,464,473,False
1855,612,894,False
1856,412,473,False
1857,792,888,False
1858,820,889,False
1859,795,891,False
1860,129,320,False
1861,509,435,False
1862,368,666,False
1863,536,892,False
1864,323,408,False
1865,690,888,False
1866,173,247,False
1867,462,428,False
1868,896,830,False
1869,377,234,False
1870,299,473,False
1871,382,469,False
1872,476,890,False
1873,181,251,False
1874,430,476,False
1875,169,302,False
1876,515,893,False
1877,693,887,False
1878,733,884,False
1879,488,471,False
1880,419,885,False
1881,150,207,True
1882,334,706,False
1883,650,863,False
1884,158,215,True
1885,350,263,False
1886,360,246,False
1887,405,477,False
1888,892,691,False
1889,895,746,False
1890,853,887,False
1891,654,893,False
1892,310,198,False
1893,308,326,False
1894,888,755,False
1895,888,732,False
1896,525,879,False
1897,894,801,False
1898,895,700,False
1899,521,458,False
1900,323,324,False
1901,344,685,False
1902,895,834,False
1903,361,677,False
1904,513,886,False
1905,721,473,False
1906,564,477,False
1907,430,570,False
1908,538,463,False
1909,481,456,False
1910,690,475,False
1911,704,475,False
1912,517,471,False
1913,676,892,False
1914,433,561,False
1915,697,900,False
1916,741,473,False
1917,655,473,False
1918,392,207,False
1919,429,569,False
1920,176,355,False
1921,894,549,False
1922,895,561,False
1923,892,651,False
1924,211,332,False
1925,664,890,False
1926,894,566,False
1927,896,731,False
1928,888,803,False
1929,893,703,False
1930,574,900,False
1931,390,623,False
1932,341,206,False
1933,846,886,False
1934,284,270,False
1935,894,644,False
1936,893,853,False
1937,816,888,False
1938,346,705,False
1939,892,685,False
1940,458,896,False
1941,296,275,False
1942,873,892,False
1943,627,893,False
1944,894,810,False
1945,215,255,False
1946,701,900,False
1947,565,885,False
1948,270,272,False
1949,242,284,False
1950,358,680,False
1951,544,896,False
1952,376,651,False
1953,280,323,False
1954,885,858,False
1955,227,245,False
1956,646,892,False
1957,874,894,False
1958,777,889,False
1959,273,250,False
1960,639,891,False
1961,369,891,False
1962,341,715,False
1963,897,800,False
1964,730,883,False
1965,895,703,False
1966,790,898,False
1967,298,266,False
1968,477,463,False
1969,147,324,False
1970,894,677,False
1971,678,893,False
1972,890,764,False
1973,775,895,False
1974,673,892,False
1975,850,892,False
1976,362,892,False
1977,61,118,True
1978,897,740,False
1979,139,325,False
1980,478,893,False
1981,346,878,False
1982,437,555,False
1983,893,691,False
1984,895,804,False
1985,893,746,False
1986,897,621,False
1987,894,774,False
1988,894,852,False
1989,862,889,False
1990,215,221,True
1991,638,892,False
1992,833,892,False
1993,214,234,False
1994,894,877,False
1995,218,235,False
1996,896,798,False
1997,693,885,False
1998,779,892,False
1999,894,738,False
2000,897,589,False
2001,176,319,False
2002,696,891,False
2003,780,898,False
2004,891,696,False
2005,896,689,False
2006,180,340,False
2007,890,722,False
2008,296,883,False
2009,781,894,False
2010,360,679,False
2011,558,897,False
2012,891,657,False
2013,822,893,False
2014,279,206,False
2015,897,758,False
2016,727,893,False
2017,896,891,False
2018,476,884,False
2019,894,748,False
2020,305,794,False
2021,818,893,False
2022,345,709,False
2023,896,703,False
2024,632,891,False
2025,897,752,False
2026,893,585,False
2027,744,894,False
2028,333,728,False
2029,602,893,False
2030,637,897,False
2031,774,881,False
2032,645,893,False
2033,761,895,False
2034,900,803,False
2035,890,848,False
2036,895,764,False
2037,888,676,False
2038,402,891,False
2039,893,585,False
2040,182,320,False
2041,599,897,False
2042,415,884,False
2043,355,677,False
2044,896,624,False
2045,671,899,False
2046,389,881,False
2047,898,824,False
2048,892,494,False
2049,148,352,False
2050,895,735,False
2051,623,885,False
2052,895,801,False
2053,630,891,False
2054,896,873,False
2055,349,476,False
2056,355,685,False
2057,347,692,False
2058,189,264,False
2059,816,894,False
2060,207,201,True
2061,896,742,False
2062,889,682,False
2063,895,869,False
2064,491,501,False
2065,497,893,False
2066,237,472,False
2067,893,683,False
2068,895,802,False
2069,837,896,False
2070,882,890,False
2071,542,896,False
2072,892,774,False
2073,894,855,False
2074,894,854,False
2075,892,630,False
2076,494,496,False
2077,220,230,False
2078,606,887,False
2079,893,686,False
2080,562,889,False
2081,231,242,False
2082,892,820,False
2083,613,892,False
2084,269,472,False
2085,894,740,False
2086,495,895,False
2087,894,665,False
2088,893,850,False
2089,884,733,False
2090,762,889,False
2091,275,204,False
2092,307,472,False
2093,407,476,False
2094,591,471,False
2095,518,899,False
2096,894,871,False
2097,778,891,False
2098,893,672,False
2099,441,621,False
2100,333,708,False
2101,854,881,False
2102,376,890,False
2103,425,463,False
2104,457,477,False
2105,894,802,False
2106,479,482,False
2107,893,798,False
2108,890,847,False
2109,548,880,False
2110,366,685,False
2111,448,619,False
2112,333,728,False
2113,176,475,False
2114,492,476,False
2115,453,603,False
2116,424,475,False
2117,576,499,False
2118,564,893,False
2119,204,200,True
2120,860,886,False
2121,559,475,False
2122,894,849,False
2123,471,500,False
2124,484,893,False
2125,413,474,False
2126,895,771,False
2127,604,894,False
2128,874,889,False
2129,872,820,False
2130,897,712,False
2131,893,733,False
2132,687,781,False
2133,341,708,False
2134,434,870,False
2135,895,679,False
2136,605,888,False
2137,702,888,False
2138,590,846,False
2139,598,708,False
2140,897,576,False
2141,687,880,False
2142,898,702,False
2143,893,697,False
2144,897,657,False
2145,405,891,False
2146,467,893,False
2147,551,844,False
2148,896,732,False
2149,791,895,False
2150,872,893,False
2151,878,894,False
2152,283,476,False
2153,888,684,False
2154,835,894,False
2155,890,776,False
2156,542,894,False
2157,892,616,False
2158,893,699,False
2159,824,890,False
2160,326,476,False
2161,515,855,False
2162,498,891,False
2163,732,892,False
2164,407,880,False
2165,888,818,False
2166,891,826,False
2167,453,889,False
2168,721,896,False
2169,415,882,False
2170,341,879,False
2171,892,870,False
2172,587,893,False
2173,421,872,False
2174,821,891,False
2175,745,895,False
2176,421,891,False
2177,686,892,False
2178,420,900,False
2179,663,893,False
2180,894,766,False
2181,162,375,False
2182,768,889,False
2183,871,897,False
2184,442,809,False
2185,690,896,False
2186,580,475,False
2187,678,890,False
2188,893,647,False
2189,896,756,False
2190,625,894,False
2191,622,474,False
2192,896,662,False
2193,723,571,False
2194,356,683,False
2195,759,891,False
2196,544,467,False
2197,894,624,False
2198,439,475,False
2199,815,894,False
2200,642,889,False
2201,898,759,False
2202,359,522,False
2203,401,475,False
2204,894,662,False
2205,893,799,False
2206,780,886,False
2207,275,893,False
2208,713,888,False
2209,893,810,False
2210,752,892,False
2211,892,681,False
2212,890,720,False
2213,654,894,False
2214,319,338,False
2215,384,734,False
2216,605,887,False
2217,887,836,False
2218,337,475,False
2219,235,477,False
2220,408,894,False
2221,508,475,False
2222,315,475,False
2223,412,487,False
2224,287,461,False
2225,327,476,False
2226,236,338,False
2227,562,474,False
2228,223,468,False
2229,218,477,False
2230,249,476,False
2231,303,169,False
2232,578,477,False
2233,641,897,False
2234,488,476,False
2235,893,682,False
2236,254,442,False
2237,819,899,False
2238,387,474,False
2239,297,476,False
2240,467,469,False
2241,613,892,False
2242,897,604,False
2243,255,476,False
2244,219,323,False
2245,832,878,False
2246,491,476,False
2247,883,885,False
2248,893,766,False
2249,356,476,False
2250,383,466,False
2251,385,477,False
2252,682,897,False
2253,843,891,False
2254,484,475,False
2255,546,627,False
2256,574,473,False
2257,553,478,False
2258,434,471,False
2259,572,646,False
2260,301,476,False
2261,277,896,False
2262,287,551,False
2263,358,493,False
2264,893,711,False
2265,889,611,False
2266,895,666,False
2267,233,472,False
2268,893,630,False
2269,398,471,False
2270,337,475,False
2271,333,424,False
2272,344,479,False
2273,338,475,False
2274,238,475,False
2275,819,893,False
2276,789,461,False
2277,470,563,False
2278,893,565,False
2279,829,889,False
2280,498,477,False
2281,276,478,False
2282,459,461,False
2283,287,472,False
2284,889,863,False
2285,291,477,False
2286,16,20,True
2287,891,717,False
2288,536,458,False
2289,280,475,False
2290,410,624,False
2291,839,895,False
2292,898,541,False
2293,224,470,False
2294,218,475,False
2295,657,473,False
2296,375,475,False
2297,273,474,False
2298,362,467,False
2299,485,416,False
2300,306,468,False
2301,407,473,False
2302,391,475,False
2303,897,679,False
2304,193,475,False
2305,596,590,False
2306,405,476,False
2307,486,893,False
2308,532,474,False
2309,555,474,False
2310,651,483,False
2311,361,676,False
2312,882,839,False
2313,882,893,False
2314,702,757,False
2315,854,893,False
2316,556,474,False
2317,894,848,False
2318,552,897,False
2319,711,889,False
2320,388,469,False
2321,354,476,False
2322,699,894,False
2323,506,503,False
2324,675,895,False
2325,728,894,False
2326,300,475,False
2327,250,470,False
2328,801,457,False
2329,601,870,False
2330,251,477,False
2331,503,767,False
2332,355,614,False
2333,696,889,False
2334,582,891,False
2335,668,894,False
2336,579,896,False
2337,505,892,False
2338,896,645,False
2339,292,476,False
2340,894,674,False
2341,545,891,False
2342,313,476,False
2343,465,890,False
2344,720,471,False
2345,893,597,False
2346,274,473,False
2347,477,882,False
2348,715,863,False
2349,260,475,False
2350,487,475,False
2351,447,476,False
2352,472,481,False
2353,491,476,False
2354,659,896,False
2355,426,887,False
2356,686,895,False
2357,742,895,False
2358,892,518,False
2359,700,843,False
2360,862,886,False
2361,328,735,False
2362,894,881,False
2363,744,890,False
2364,682,893,False
2365,456,900,False
2366,624,894,False
2367,562,477,False
2368,473,894,False
2369,490,895,False
2370,238,476,False
2371,455,476,False
2372,431,475,False
2373,446,615,False
2374,459,721,False
2375,625,900,False
2376,394,883,False
2377,487,552,False
2378,466,476,False
2379,342,479,False
2380,763,887,False
2381,447,474,False
2382,607,476,False
2383,509,885,False
2384,282,477,False
2385,179,366,False
2386,497,893,False
2387,415,475,False
2388,409,895,False
2389,548,475,False
2390,467,866,False
2391,462,900,False
2392,437,897,False
2393,322,745,False
2394,890,726,False
2395,892,813,False
2396,544,892,False
2397,313,476,False
2398,366,674,False
2399,897,630,False
2400,305,472,False
2401,393,553,False
2402,389,625,False
2403,618,891,False
2404,891,707,False
2405,364,671,False
2406,375,465,False
2407,355,688,False
2408,759,893,False
2409,371,658,False
2410,895,528,False
2411,889,721,False
2412,596,895,False
2413,869,890,False
2414,769,888,False
2415,573,894,False
2416,621,398,False
2417,887,814,False
2418,641,897,False
2419,760,604,False
2420,775,887,False
2421,708,891,False
2422,525,387,False
2423,536,885,False
2424,623,889,False
2425,361,674,False
2426,894,859,False
2427,346,690,False
2428,216,404,False
2429,208,477,False
2430,509,472,False
2431,460,894,False
2432,857,893,False
2433,867,893,False
2434,839,899,False
2435,398,614,False
2436,516,879,False
2437,414,885,False
2438,493,474,False
2439,887,821,False
2440,787,894,False
2441,800,897,False
2442,470,891,False
2443,445,897,False
2444,890,775,False
2445,524,826,False
2446,496,476,False
2447,768,889,False
2448,475,512,False
2449,418,892,False
2450,454,788,False
2451,547,475,False
2452,708,892,False
2453,441,556,False
2454,508,479,False
2455,882,896,False
2456,251,368,False
2457,213,431,False
2458,340,417,False
2459,447,551,False
2460,888,805,False
2461,383,900,False
2462,528,896,False
2463,318,749,False
2464,349,416,False
2465,893,853,False
2466,741,892,False
2467,605,895,False
2468,282,480,False
2469,714,891,False
2470,538,899,False
2471,519,888,False
2472,830,895,False
2473,530,900,False
2474,376,649,False
2475,540,567,False
2476,436,800,False
2477,525,531,False
2478,774,892,False
2479,588,896,False
2480,893,679,False
2481,893,741,False
2482,667,799,False
2483,747,894,False
2484,782,891,False
2485,760,893,False
2486,895,757,False
2487,732,838,False
2488,321,757,False
2489,746,895,False
2490,643,889,False
2491,393,782,False
2492,587,851,False
2493,439,894,False
2494,893,639,False
2495,573,466,False
2496,893,769,False
2497,388,627,False
2498,543,899,False
2499,896,657,False
2500,633,894,False
2501,896,734,False
2502,887,791,False
2503,896,587,False
2504,893,553,False
2505,542,897,False
2506,509,893,False
2507,291,669,False
2508,463,897,False
2509,722,895,False
2510,396,891,False
2511,332,731,False
2512,438,569,False
2513,594,898,False
2514,892,740,False
2515,896,643,False
2516,454,897,False
2517,583,785,False
2518,894,715,False
2519,533,880,False
2520,480,887,False
2521,731,900,False
2522,284,647,False
2523,426,832,False
2524,387,893,False
2525,486,892,False
2526,474,893,False
2527,885,843,False
2528,246,472,False
2529,881,781,False
2530,892,732,False
2531,443,890,False
2532,836,775,False
2533,649,883,False
2534,247,476,False
2535,876,732,False
2536,304,694,False
2537,388,747,False
2538,436,560,False
2539,288,503,False
2540,263,509,False
2541,391,626,False
2542,534,882,False
2543,277,645,False
2544,435,672,False
2545,351,476,False
2546,508,900,False
2547,567,541,False
2548,319,475,False
2549,309,475,False
2550,495,893,False
2551,415,779,False
2552,526,887,False
2553,277,634,False
2554,535,623,False
2555,475,900,False
2556,423,878,False
2557,544,893,False
2558,702,888,False
2559,238,480,False
2560,622,897,False
2561,502,476,False
2562,461,421,False
2563,255,479,False
2564,477,475,False
2565,575,624,False
2566,724,891,False
2567,444,474,False
2568,893,540,False
2569,277,625,False
2570,209,501,False
2571,580,694,False
2572,591,456,False
2573,524,897,False
2574,767,890,False
2575,739,898,False
2576,413,891,False
2577,892,716,False
2578,359,674,False
2579,261,478,False
2580,870,900,False
2581,567,706,False
2582,450,817,False
2583,480,894,False
2584,708,894,False
2585,360,476,False
2586,593,475,False
2587,483,900,False
2588,480,892,False
2589,721,892,False
2590,670,472,False
2591,544,894,False
2592,386,621,False
2593,205,373,False
2594,556,897,False
2595,666,894,False
2596,434,900,False
2597,365,666,False
2598,498,640,False
2599,582,893,False
2600,407,893,False
2601,720,893,False
2602,613,471,False
2603,667,507,False
2604,399,898,False
2605,355,681,False
2606,782,892,False
2607,895,821,False
2608,897,867,False
2609,594,787,False
2610,405,890,False
2611,545,475,False
2612,266,419,False
2613,409,894,False
2614,686,895,False
2615,492,468,False
2616,415,895,False
2617,614,895,False
2618,564,885,False
2619,409,889,False
2620,386,892,False
2621,209,478,False
2622,897,669,False
2623,246,476,False
2624,889,895,False
2625,453,898,False
2626,404,892,False
2627,893,722,False
2628,401,895,False
2629,885,698,False
2630,597,885,False
2631,383,622,False
2632,749,869,False
2633,893,539,False
2634,717,892,False
2635,311,476,False
2636,656,374,False
2637,890,713,False
2638,679,805,False
2639,385,885,False
2640,479,891,False
2641,894,766,False
2642,621,888,False
2643,430,545,False
2644,559,422,False
2645,885,669,False
2646,894,568,False
2647,597,896,False
2648,893,686,False
2649,686,724,False
2650,434,880,False
2651,434,873,False
2652,432,573,False
2653,381,884,False
2654,327,478,False
2655,387,900,False
2656,730,893,False
2657,786,892,False
2658,331,892,False
2659,561,897,False
2660,486,675,False
2661,361,900,False
2662,703,888,False
2663,750,895,False
2664,894,602,False
2665,170,354,False
2666,619,889,False
2667,654,690,False
2668,546,476,False
2669,536,475,False
2670,487,889,False
2671,892,665,False
2672,376,484,False
2673,900,677,False
2674,893,685,False
2675,891,824,False
2676,462,562,False
2677,280,476,False
2678,826,895,False
2679,120,251,False
2680,460,889,False
2681,840,891,False
2682,528,893,False
2683,521,891,False
2684,895,723,False
2685,624,898,False
2686,672,900,False
2687,890,822,False
2688,737,894,False
2689,769,659,False
2690,384,630,False
2691,27,112,True
2692,615,874,False
2693,497,895,False
2694,432,897,False
2695,365,663,False
2696,897,468,False
2697,891,830,False
2698,896,514,False
2699,587,897,False
2700,392,893,False
2701,890,900,False
2702,199,232,False
2703,580,898,False
2704,477,895,False
2705,368,872,False
2706,449,541,False
2707,391,897,False
2708,200,236,False
2709,475,896,False
2710,486,881,False
2711,493,887,False
2712,469,891,False
2713,532,895,False
2714,628,888,False
2715,376,886,False
2716,692,879,False
2717,490,890,False
2718,707,896,False
2719,345,697,False
2720,134,368,False
2721,850,895,False
2722,363,670,False
2723,365,668,False
2724,432,897,False
2725,198,268,False
2726,199,274,False
2727,206,296,False
2728,513,892,False
2729,409,889,False
2730,749,894,False
2731,667,893,False
2732,553,900,False
2733,152,392,False
2734,841,894,False
2735,891,797,False
2736,645,888,False
2737,612,874,False
2738,828,892,False
2739,648,892,False
2740,321,298,False
2741,578,892,False
2742,636,900,False
2743,894,728,False
2744,628,894,False
2745,516,749,False
2746,750,890,False
2747,585,893,False
2748,538,891,False
2749,445,891,False
2750,460,401,False
2751,614,897,False
2752,892,704,False
2753,894,742,False
2754,512,742,False
2755,347,884,False
2756,442,890,False
2757,501,886,False
2758,342,710,False
2759,601,888,False
2760,612,890,False
2761,367,891,False
2762,346,694,False
2763,746,892,False
2764,751,887,False
2765,455,883,False
2766,752,887,False
2767,363,893,False
2768,439,476,False
2769,430,470,False
2770,554,896,False
2771,503,710,False
2772,216,471,False
2773,226,474,False
2774,445,889,False
2775,430,476,False
2776,466,879,False
2777,351,465,False
2778,667,894,False
2779,689,768,False
2780,236,478,False
2781,791,894,False
2782,672,738,False
2783,700,751,False
2784,728,893,False
2785,313,474,False
2786,879,613,False
2787,633,893,False
2788,889,651,False
2789,538,889,False
2790,323,476,False
2791,161,392,False
2792,742,661,False
2793,894,664,False
2794,567,603,False
2795,896,766,False
2796,389,474,False
2797,259,474,False
2798,353,680,False
2799,422,476,False
2800,571,860,False
2801,445,900,False
2802,481,900,False
2803,409,890,False
2804,537,477,False
2805,460,470,False
2806,851,892,False
2807,572,889,False
2808,274,263,False
2809,477,881,False
2810,603,885,False
2811,383,475,False
2812,234,478,False
2813,295,472,False
2814,894,767,False
2815,423,881,False
2816,883,790,False
2817,482,894,False
2818,893,841,False
2819,537,892,False
2820,376,895,False
2821,559,475,False
2822,572,475,False
2823,262,476,False
2824,507,476,False
2825,225,477,False
2826,791,890,False
2827,59,25,True
2828,894,612,False
2829,538,477,False
2830,229,303,False
2831,248,257,False
2832,382,827,False
2833,767,894,False
2834,568,891,False
2835,504,900,False
2836,567,889,False
2837,893,480,False
2838,579,888,False
2839,748,844,False
2840,896,779,False
2841,201,475,False
2842,765,892,False
2843,260,477,False
2844,205,452,False
2845,166,466,False
2846,891,662,False
2847,185,478,False
2848,585,871,False
2849,234,581,False
2850,896,831,False
2851,692,900,False
2852,900,617,False
2853,685,896,False
2854,695,855,False
2855,375,645,False
2856,165,449,False
2857,842,889,False
2858,896,840,False
2859,897,687,False
2860,159,232,False
2861,213,214,True
2862,135,221,True
2863,337,475,False
2864,141,214,True
2865,139,227,False
2866,892,854,False
2867,132,210,True
2868,292,276,False
2869,508,475,False
2870,896,821,False
2871,277,476,False
2872,287,475,False
2873,320,475,False
2874,737,892,False
2875,301,475,False
2876,886,594,False
2877,358,474,False
2878,728,891,False
2879,487,503,False
2880,616,891,False
2881,387,476,False
2882,203,285,False
2883,390,468,False
2884,253,333,False
2885,384,476,False
2886,379,476,False
2887,648,475,False
2888,282,475,False
2889,357,480,False
2890,892,763,False
2891,576,468,False
2892,237,455,False
2893,193,470,False
2894,171,270,False
2895,528,896,False
2896,292,478,False
2897,547,473,False
2898,278,473,False
2899,410,475,False
2900,536,475,False
2901,306,475,False
2902,361,475,False
2903,324,479,False
2904,241,475,False
2905,724,385,False
2906,231,467,False
2907,214,316,False
2908,422,478,False
2909,513,881,False
2910,323,476,False
2911,187,265,False
2912,135,382,False
2913,219,476,False
2914,466,526,False
2915,352,476,False
2916,486,473,False
2917,463,474,False
2918,533,471,False
2919,886,596,False
2920,513,475,False
2921,225,386,False
2922,287,476,False
2923,890,617,False
2924,608,672,False
2925,890,653,False
2926,801,472,False
2927,254,475,False
2928,220,309,False
2929,828,893,False
2930,207,202,True
2931,887,596,False
2932,213,203,True
2933,725,476,False
2934,307,385,False
2935,128,316,False
2936,106,293,False
2937,270,306,False
2938,814,885,False
2939,427,572,False
2940,268,470,False
2941,428,478,False
2942,727,474,False
2943,198,232,False
2944,894,709,False
2945,317,447,False
2946,224,319,False
2947,209,287,False
2948,338,266,False
2949,488,476,False
2950,357,556,False
2951,575,461,False
2952,217,389,False
2953,185,369,False
2954,246,163,False
2955,208,335,False
2956,266,196,False
2957,214,476,False
2958,488,475,False
2959,431,470,False
2960,800,830,False
2961,336,469,False
2962,700,837,False
2963,766,822,False
2964,381,609,False
2965,560,894,False
2966,891,582,False
2967,363,667,False
2968,843,775,False
2969,634,467,False
2970,180,240,False
2971,595,476,False
2972,310,475,False
2973,456,895,False
2974,467,784,False
2975,333,280,False
2976,241,297,False
2977,350,696,False
2978,182,228,False
2979,353,671,False
2980,621,732,False
2981,782,633,False
2982,374,478,False
2983,250,344,False
2984,425,895,False
2985,819,881,False
2986,616,475,False
2987,246,303,False
2988,560,893,False
2989,643,738,False
2990,157,345,False
2991,259,296,False
2992,286,475,False
2993,238,244,False
2994,256,232,False
2995,474,889,False
2996,251,233,False
2997,308,477,False
2998,678,888,False
2999,634,885,False
3000,896,877,False
3001,420,474,False
3002,473,641,False
3003,895,609,False
3004,896,782,False
3005,473,477,False
3006,882,590,False
3007,375,307,False
3008,601,889,False
3009,634,892,False
3010,163,338,False
3011,853,873,False
3012,498,560,False
3013,373,751,False
3014,895,646,False
3015,500,546,False
3016,856,892,False
3017,617,887,False
3018,514,895,False
3019,234,374,False
3020,883,634,False
3021,844,785,False
3022,894,588,False
3023,510,888,False
3024,256,336,False
3025,359,273,False
3026,774,711,False
3027,433,476,False
3028,486,477,False
3029,894,559,False
3030,739,669,False
3031,897,599,False
3032,281,327,False
3033,650,893,False
3034,303,261,False
3035,893,685,False
3036,568,877,False
3037,895,705,False
3038,205,353,False
3039,725,891,False
3040,505,823,False
3041,323,746,False
3042,670,890,False
3043,736,892,False
3044,335,722,False
3045,893,827,False
3046,883,891,False
3047,884,728,False
3048,492,379,False
3049,400,883,False
3050,390,884,False
3051,896,667,False
3052,892,677,False
3053,896,619,False
3054,892,795,False
3055,828,636,False
3056,461,891,False
3057,670,890,False
3058,515,884,False
3059,659,897,False
3060,892,869,False
3061,898,539,False
3062,896,696,False
3063,896,871,False
3064,270,474,False
3065,180,260,False
3066,893,668,False
3067,480,667,False
3068,893,654,False
3069,164,265,False
3070,666,880,False
3071,232,469,False
3072,630,895,False
3073,274,458,False
3074,882,833,False
3075,343,682,False
3076,356,892,False
3077,528,893,False
3078,338,239,False
3079,569,500,False
3080,280,229,False
3081,884,629,False
3082,604,897,False
3083,303,269,False
3084,194,439,False
3085,284,472,False
3086,894,646,False
3087,895,717,False
3088,892,619,False
3089,571,890,False
3090,894,725,False
3091,893,680,False
3092,452,785,False
3093,348,689,False
3094,895,826,False
3095,708,891,False
3096,418,475,False
3097,172,290,False
3098,468,461,False
3099,737,884,False
3100,575,896,False
3101,897,736,False
3102,421,474,False
3103,184,371,False
3104,433,414,False
3105,587,896,False
3106,1194,855,False
3107,889,608,False
3108,581,888,False
3109,895,640,False
3110,592,1200,False
3111,894,817,False
3112,665,456,False
3113,879,894,False
3114,668,685,False
3115,657,1196,False
3116,685,897,False
3117,789,893,False
3118,896,849,False
3119,863,840,False
3120,525,473,False
3121,1127,1179,False
3122,269,262,False
3123,896,744,False
3124,237,212,False
3125,894,635,False
3126,487,478,False
3127,1195,1170,False
3128,277,280,False
3129,437,892,False
3130,896,793,False
3131,313,778,False
3132,462,897,False
3133,157,335,False
3134,835,887,False
3135,456,413,False
3136,1193,1172,False
3137,468,474,False
3138,833,646,False
3139,196,199,True
3140,922,1190,False
3141,209,196,True
3142,566,894,False
3143,892,1194,False
3144,598,891,False
3145,462,467,False
3146,599,1183,False
3147,679,1194,False
3148,487,889,False
3149,649,886,False
3150,639,1187,False
3151,642,891,False
3152,397,467,False
3153,430,470,False
3154,525,898,False
3155,407,898,False
3156,896,826,False
3157,697,878,False
3158,791,444,False
3159,602,896,False
3160,724,894,False
3161,405,647,False
3162,895,806,False
3163,898,719,False
3164,292,495,False
3165,705,889,False
3166,613,898,False
3167,894,710,False
3168,577,894,False
3169,895,831,False
3170,564,892,False
3171,680,888,False
3172,623,891,False
3173,894,741,False
3174,612,894,False
3175,405,899,False
3176,390,893,False
3177,658,894,False
3178,893,623,False
3179,505,435,False
3180,650,897,False
3181,896,827,False
3182,464,428,False
3183,414,897,False
3184,898,708,False
3185,494,885,False
3186,494,896,False
3187,897,860,False
3188,894,540,False
3189,893,791,False
3190,484,896,False
3191,562,893,False
3192,536,895,False
3193,522,892,False
3194,562,897,False
3195,510,891,False
3196,404,879,False
3197,893,679,False
3198,877,631,False
3199,804,889,False
3200,260,263,False
3201,779,892,False
3202,895,746,False
3203,571,445,False
3204,724,876,False
3205,765,889,False
3206,674,883,False
3207,542,894,False
3208,362,895,False
3209,272,225,False
3210,466,468,False
3211,410,889,False
3212,494,894,False
3213,996,940,False
3214,478,888,False
3215,895,684,False
