condition,hidden_width,fold,epoch,train_loss,balanced_accuracy_full
text,128,1,38,0.7832026652150893,0.45185227987724225
text,128,1,39,0.7763520937579198,0.46409282770082494
text,128,1,40,0.7756954143679361,0.44915254030011914
text,128,1,41,0.7764382352979164,0.47871818013387407
text,128,1,42,0.7696835137414807,0.44921478742118987
text,128,1,43,0.765650623739548,0.45375210114606856
text,128,1,44,0.763678847335455,0.4516604022093447
text,128,1,45,0.7606115702569015,0.4562001312203554
text,128,1,46,0.7598969711093452,0.44899918491736357
text,128,1,47,0.7505112545383884,0.4555114077938532
text,128,1,48,0.7529094579025829,0.44640822493590315
text,128,1,49,0.7563190048760943,0.4503923464168466
text,128,1,50,0.7590541866194858,0.44457609282525495
text,256,1,1,1.0774057972149587,0.4444438024063588
text,256,1,2,1.0472536681518154,0.4403019535690286
text,256,1,3,1.0363573026782258,0.45213633587030094
text,256,1,4,1.0157574105450486,0.4606408334999575
text,256,1,5,1.0024793210617826,0.45570056444319706
text,256,1,6,0.9821678287400974,0.46186847146629884
text,256,1,7,0.9770813883133135,0.461615630753502
text,256,1,8,0.9575009643249311,0.4539783431381721
text,256,1,9,0.9507323634906077,0.45578653640019645
text,256,1,10,0.9345251570536396,0.4838842325841055
text,256,1,11,0.9264434087933517,0.46221914655405927
text,256,1,12,0.9145656667669301,0.4637049144040939
text,256,1,13,0.8935250475650697,0.4668105443443477
text,256,1,14,0.8898714095588744,0.4526064911884859
text,256,1,15,0.8790834844894609,0.46097374553401366
text,256,1,16,0.86485543369934,0.45591405739331314
text,256,1,17,0.8591117999685092,0.4553963606835443
text,256,1,18,0.8509983471998079,0.4495171873595541
text,256,1,19,0.8342327511529597,0.47060761872965734
text,256,1,20,0.8301268850411643,0.46557648599714935
text,256,1,21,0.8330989602043872,0.45681602918399405
text,256,1,22,0.8189800245555368,0.4674737391136328
text,256,1,23,0.8114224556549954,0.45565736445200217
text,256,1,24,0.8028278111472843,0.45380694954253253
text,256,1,25,0.7948579672440457,0.455015173500092
text,256,1,26,0.7994166697104146,0.4485936002866547
text,256,1,27,0.7894303470145999,0.4432119453325971
text,256,1,28,0.7859174257188332,0.45703224315266383
text,256,1,29,0.7764823840359064,0.4477669303914537
text,256,1,30,0.766035920678787,0.44590352185405924
text,256,1,31,0.7684292639960141,0.45294628220203165
text,256,1,32,0.7528241436312518,0.44831046149086135
text,256,1,33,0.7627969615728524,0.4587994071236878
text,256,1,34,0.753455146873404,0.45094584439320373
text,256,1,35,0.7456024709961858,0.4418422029366211
text,256,1,36,0.7523458338785046,0.4556235198729131
text,256,1,37,0.7433821394687562,0.4524192300801569
text,256,1,38,0.7405949946776462,0.44451626099031616
text,256,1,39,0.7410102419340079,0.44848662451228033
text,256,1,40,0.7463370495893824,0.456907137445679
text,256,1,41,0.7306899609841074,0.45032722541101133
text,256,1,42,0.7313047270449441,0.4530327127576636
text,256,1,43,0.7225361244259231,0.4530816605183876
text,256,1,44,0.7225051498788548,0.4445368062090586
text,256,1,45,0.7141131805622671,0.44912080527474035
text,256,1,46,0.7217777194626375,0.4596357381634164
text,256,1,47,0.7194556385826251,0.46166035940680566
text,256,1,48,0.7157765134113041,0.45555794026844526
text,256,1,49,0.7074875809702035,0.4655999051006563
text,256,1,50,0.7117421792873874,0.4444046075098889
text,512,1,1,1.0747913172238768,0.44258855692462534
text,512,1,2,1.0477599844219179,0.446754436330306
text,512,1,3,1.0281037987060748,0.46321442787986183
text,512,1,4,1.004929833994137,0.4520519537218948
text,512,1,5,0.9906226183798682,0.4598245279338542
text,512,1,6,0.9790028677837742,0.48077649309014153
text,512,1,7,0.9577693391659754,0.46621837121663773
text,512,1,8,0.9406828886567764,0.46719861050728956
text,512,1,9,0.9324079226321123,0.46917510946749363
text,512,1,10,0.9126403036080007,0.4654802414307788
text,512,1,11,0.9041463136672974,0.4492711339065205
text,512,1,12,0.8919689164074074,0.4811344140362978
text,512,1,13,0.8715875643131927,0.47029405955789866
text,512,1,14,0.8627175471288325,0.459773990364537
text,512,1,15,0.8504719283637099,0.47038605444360676
text,512,1,16,0.8388423897775765,0.452200906557777
text,512,1,17,0.831179959567513,0.4600210833078047
text,512,1,18,0.8193835501908631,0.44427286740935185
text,512,1,19,0.8086192825334905,0.4681833134912991
text,512,1,20,0.7977530152153155,0.45304041721469207
text,512,1,21,0.7960329728489473,0.4531286515916124
text,512,1,22,0.7892487108550985,0.46877019744811266
text,512,1,23,0.7832299556944939,0.44522461243829553
text,512,1,24,0.77560262886558,0.4648025549447022
text,512,1,25,0.7700141244360156,0.4488795212474861
text,512,1,26,0.7626979723377177,0.44564939706509105
text,512,1,27,0.7535982671685106,0.46545682232727187
text,512,1,28,0.754994801023188,0.4579908671610971
text,512,1,29,0.7482736908544706,0.4636920736423799
text,512,1,30,0.747134829287141,0.459475289788476
text,512,1,31,0.7456919602521761,0.4390851996769019
text,512,1,32,0.7381476080949538,0.44974245100790805
text,512,1,33,0.7336245216722563,0.45558408039050596
text,512,1,34,0.7384986154676423,0.4429783657623713
text,512,1,35,0.7264719944926384,0.4404203331627346
text,512,1,36,0.7225949792411384,0.4456652645777804
text,512,1,37,0.7215956746749678,0.4575926812549949
text,512,1,38,0.7176838018137013,0.43930064931451734
text,512,1,39,0.7152730820998745,0.4477336972772082
text,512,1,40,0.7154277362848517,0.4476844437840624
text,512,1,41,0.708837578302919,0.4463588185765466
text,512,1,42,0.7074078482592826,0.4445839501484943
text,512,1,43,0.698872639751184,0.4497241682090867
text,512,1,44,0.6953047079051261,0.44507247998522703
text,512,1,45,0.7012848356577355,0.4438350891546315
text,512,1,46,0.6884604398346948,0.46220872107847716
text,512,1,47,0.6956864989648653,0.45027555663173374
text,512,1,48,0.6882546068489395,0.45032465725866855
text,512,1,49,0.689453138766952,0.4378706164849699
text,512,1,50,0.6880657830889144,0.45033508273425066
image,128,1,1,1.065162357382887,0.4479295800398308
image,128,1,2,1.019318707971748,0.4684548344550656
image,128,1,3,0.9963562241376541,0.47925425136219085
image,128,1,4,0.9737054312948793,0.5042311227044846
image,128,1,5,0.9493957631231293,0.4991824715042097
image,128,1,6,0.9261661742928773,0.5127959107677125
image,128,1,7,0.8988154799606544,0.514472058196778
image,128,1,8,0.8746019309274168,0.5116467543140373
image,128,1,9,0.8613079673661961,0.5164587380466267
image,128,1,10,0.8292575633431983,0.5093050885492812
image,128,1,11,0.8143444901376259,0.5206884543819711
image,128,1,12,0.7795300383580326,0.5163029673777392
image,128,1,13,0.7633614017581689,0.5040275966313179
image,128,1,14,0.7422409919616119,0.5145385855717532
image,128,1,15,0.7173554274666654,0.5098194527756529
image,128,1,16,0.6923173590907901,0.5107839774198263
image,128,1,17,0.6558672787323399,0.5207191193438737
image,128,1,18,0.6514521679227433,0.4968774019103385
image,128,1,19,0.6030466947655665,0.5062756777017726
image,128,1,20,0.5943642128796716,0.5169119252154037
image,128,1,21,0.5795703611661756,0.5044682487708028
image,128,1,22,0.565948008552311,0.515535823585055
image,128,1,23,0.5363701558488561,0.5123871465198172
image,128,1,24,0.5093144151795255,0.5091387395386008
image,128,1,25,0.4863569312521166,0.49390442926788697
image,128,1,26,0.46583051772255285,0.49532599330935173
image,128,1,27,0.45313848207003177,0.49293800908269875
image,128,1,28,0.4370796436399925,0.5022410797979965
image,128,1,29,0.42345049617484487,0.513647650721498
image,128,1,30,0.3873540529115932,0.535314112547442
image,128,1,31,0.39001081058672404,0.5195259985679493
image,128,1,32,0.39023183696851954,0.5168176373365325
image,128,1,33,0.36454871836609726,0.5077484519238823
image,128,1,34,0.34004324338254655,0.5108515137117934
image,128,1,35,0.32341503932720095,0.5021146288683559
image,128,1,36,0.307045718659879,0.5129048432295861
image,128,1,37,0.3079046585115548,0.5048405085675397
image,128,1,38,0.30868789553642273,0.5138687564089159
image,128,1,39,0.2929967206528806,0.5079270302314333
image,128,1,40,0.29526341595048977,0.511469826961564
image,128,1,41,0.2917725806004732,0.5148945498304102
image,128,1,42,0.278924619275441,0.5097000948381972
image,128,1,43,0.256211044907257,0.5293565800037544
image,128,1,44,0.2913097426334391,0.5127150751153987
image,128,1,45,0.29755803927036095,0.5148194619476256
image,128,1,46,0.24562279641471824,0.5236840206503907
image,128,1,47,0.2509686801377244,0.5108539289979253
image,128,1,48,0.2490191812042802,0.5203724493508384
image,128,1,49,0.25270431870081295,0.5141651945650558
image,128,1,50,0.23670044079853167,0.508871468255497
image,256,1,1,1.0649882808445006,0.4539408909165063
image,256,1,2,1.01610268883192,0.4915668603175826
image,256,1,3,0.9965357483215532,0.503063836318199
image,256,1,4,0.9598682644798999,0.5012508736303952
image,256,1,5,0.9401899950085036,0.5124827796213443
image,256,1,6,0.91329889347547,0.5094500362904385
image,256,1,7,0.8830160090303797,0.4974982833124518
image,256,1,8,0.847138856496085,0.5131490011416049
image,256,1,9,0.8289679507883828,0.5171692296215583
image,256,1,10,0.8027237583333113,0.5145177346205891
image,256,1,11,0.7560396668479199,0.5206354098067955
image,256,1,12,0.7318343829920911,0.5059682026052071
image,256,1,13,0.688353771612713,0.5216493408103254
image,256,1,14,0.6476027530635123,0.5429540294615991
image,256,1,15,0.6359652624981297,0.5316808801669545
image,256,1,16,0.6213409853732492,0.5308694051731149
image,256,1,17,0.5970319439107039,0.525796111939646
image,256,1,18,0.5536129271264464,0.5151558593312898
image,256,1,19,0.5232055902168193,0.5141463003013911
image,256,1,20,0.4839765956708453,0.5307162026565702
image,256,1,21,0.47636366219032467,0.500422613926601
image,256,1,22,0.48359815717682125,0.5182707835371652
image,256,1,23,0.43880866855148254,0.527218960057282
image,256,1,24,0.4059061425251598,0.5157651840478606
image,256,1,25,0.3968460746011709,0.5320986329480494
image,256,1,26,0.38226482452057164,0.5280734210296213
image,256,1,27,0.3732068233602629,0.5119708306811046
image,256,1,28,0.35642092817724536,0.511501256254521
image,256,1,29,0.3281662953025087,0.5141339181383097
image,256,1,30,0.3314854498375745,0.51316621387695
image,256,1,31,0.31249950352929085,0.49697713182631703
image,256,1,32,0.2868920369880406,0.5146192683578561
image,256,1,33,0.30368776983163487,0.5186582382352635
image,256,1,34,0.2825582062634896,0.5450096213993129
image,256,1,35,0.26260086096177887,0.5155938515987054
image,256,1,36,0.242703199523484,0.5312772522237448
image,256,1,37,0.2752293682317408,0.5150948962863905
image,256,1,38,0.2553288170828281,0.5143736123569708
image,256,1,39,0.22479891863082024,0.5292896551766307
image,256,1,40,0.20214938116198763,0.5196060698892087
image,256,1,41,0.2483139419023759,0.5156638031768045
image,256,1,42,0.2407482593391198,0.5273922491939365
image,256,1,43,0.22933087449061276,0.512368863720996
image,256,1,44,0.2169482825309273,0.5101576539806055
image,256,1,45,0.19323332791566222,0.5154335560899758
image,256,1,46,0.17753583361001152,0.5246586650377244
image,256,1,47,0.21157952558415455,0.5251814980521788
image,256,1,48,0.21514838527193844,0.5280658694388037
image,256,1,49,0.218443416939007,0.5240710167498565
image,256,1,50,0.18767415405571305,0.5189617693835884
image,512,1,1,1.0588895268640492,0.4865747696153336
image,512,1,2,1.021599738147315,0.47118954982123823
image,512,1,3,0.9861006664791758,0.50249022114849
image,512,1,4,0.950598792141191,0.48419433697949815
image,512,1,5,0.9218241436274972,0.4753777782669497
image,512,1,6,0.9014162438435191,0.4946737437607656
image,512,1,7,0.8694484199438821,0.505265446060546
image,512,1,8,0.8304234488116787,0.5077634022393065
image,512,1,9,0.7991398330435665,0.5271486416002769
image,512,1,10,0.7418980307466402,0.5068154177191505
image,512,1,11,0.7145066985620914,0.538722662171177
image,512,1,12,0.6965352484560389,0.49216059268064355
image,512,1,13,0.6642826082199578,0.5372837325281564
image,512,1,14,0.6080792347590128,0.5096282477190832
image,512,1,15,0.5939091716225692,0.5249520764428889
image,512,1,16,0.5492878761191381,0.5037638718443064
image,512,1,17,0.5156473825609903,0.5294794232908182
image,512,1,18,0.497074603095768,0.49083551779148676
image,512,1,19,0.4926653848545445,0.5402230134577297
image,512,1,20,0.46394520638183034,0.5177817951017997
image,512,1,21,0.4570014274182908,0.5225019979613762
image,512,1,22,0.4235139669082922,0.5291499048866436
image,512,1,23,0.40889107915047274,0.5007627106725686
image,512,1,24,0.3835386471172643,0.5139492863288079
image,512,1,25,0.3455837368182936,0.5126522165294846
image,512,1,26,0.31867855255372257,0.49947138864277435
image,512,1,27,0.31910216558010873,0.5174339938988038
image,512,1,28,0.3525294139003503,0.5238717403573524
image,512,1,29,0.2789074852867076,0.5018613295569264
image,512,1,30,0.27648877604739874,0.5312642585958199
image,512,1,31,0.26270425679489695,0.533096543572679
image,512,1,32,0.27392019108524474,0.5136523284275509
image,512,1,33,0.253151838704357,0.5167090106070806
image,512,1,34,0.23568225689134573,0.5023113371085173
image,512,1,35,0.24969352637063175,0.5108096589432543
image,512,1,36,0.25822518808948086,0.512340766911436
image,512,1,37,0.22966488867294133,0.5143408989878423
image,512,1,38,0.20397862158422395,0.5031324121004
image,512,1,39,0.19842705097333027,0.5218237000104561
image,512,1,40,0.18125113228878637,0.5176406078694303
image,512,1,41,0.2005056989161674,0.497548301136652
image,512,1,42,0.19555592020665566,0.5270341753815694
image,512,1,43,0.17052531250192737,0.5162228960564798
image,512,1,44,0.17086632432430748,0.5200612137454851
image,512,1,45,0.1622682692497734,0.49903709573766203
image,512,1,46,0.1882792464078568,0.49690127961247804
image,512,1,47,0.17065109392711184,0.5123789834641562
image,512,1,48,0.1529565696406552,0.5158287152451027
image,512,1,49,0.1343183344782494,0.5221248158726489
image,512,1,50,0.12787682889640486,0.5279717344261433
early,128,1,1,1.0634957354838455,0.45758898189269154
early,128,1,2,1.0085685885171565,0.46754054164778774
early,128,1,3,0.9858314268232331,0.5056053287938184
early,128,1,4,0.961002769276226,0.49416619736739925
early,128,1,5,0.9336310844095986,0.5159103152284708
early,128,1,6,0.9048607343138046,0.5251642853168336
early,128,1,7,0.8713691073452706,0.5165435176471811
early,128,1,8,0.8445859129034629,0.5313659451992979
early,128,1,9,0.8146852611556766,0.5412125470140032
early,128,1,10,0.7897120263632826,0.5359975468030478
early,128,1,11,0.7621029264970715,0.5264942824979806
early,128,1,12,0.7310891123268548,0.5173371378675897
early,128,1,13,0.707529448774543,0.4967245051262155
early,128,1,14,0.6830588831050503,0.5086289612985557
early,128,1,15,0.6611223227082901,0.5128552840040186
early,128,1,16,0.6413707108948175,0.5167247252535593
early,128,1,17,0.5936206981265951,0.5268549244626906
early,128,1,18,0.5765621170910011,0.5238217225331521
early,128,1,19,0.5563443586269389,0.5209865434931885
early,128,1,20,0.5225679913530825,0.5283745368918141
early,128,1,21,0.5422146686418788,0.5058777975280923
early,128,1,22,0.492887151210014,0.5294729111902347
early,128,1,23,0.48896013204194116,0.5160699992723569
early,128,1,24,0.4550091685272577,0.509770352148718
early,128,1,25,0.4633078617373789,0.5205360773429651
early,128,1,26,0.4408140805136813,0.5254924279251102
early,128,1,27,0.37817199766792337,0.5286423279200351
early,128,1,28,0.35275450912047557,0.5280649522415384
early,128,1,29,0.3821829227324859,0.5138398341218172
early,128,1,30,0.38219276844985844,0.5294927226511648
early,128,1,31,0.3537641704238932,0.5419112373174548
early,128,1,32,0.34805895540657944,0.5233011519386187
early,128,1,33,0.3639189891145611,0.53201856162679
early,128,1,34,0.33318944107203347,0.5126265350060565
early,128,1,35,0.33870132881512477,0.5299050945416367
early,128,1,36,0.3111478166160934,0.5247598930425695
early,128,1,37,0.2839145519602017,0.5258099310451096
early,128,1,38,0.2953615975505098,0.5194303654664223
early,128,1,39,0.271095443624524,0.5214721994451569
early,128,1,40,0.2572196097042304,0.51966045968704
early,128,1,41,0.2773414726645302,0.5253389196761438
early,128,1,42,0.26603792994979797,0.5352299444117311
early,128,1,43,0.25116273510487375,0.5259270265626442
early,128,1,44,0.2533490563940814,0.5260098189024573
early,128,1,45,0.24363349976502066,0.5173643480531265
early,128,1,46,0.2266587772237973,0.516839252618751
early,128,1,47,0.22595362247913842,0.5201082048187099
early,128,1,48,0.22283692481949574,0.5247700127857299
early,128,1,49,0.22541637331481992,0.5326261436685568
early,128,1,50,0.21326345553391873,0.52537609673863
early,256,1,1,1.0570180290953068,0.4677048116780001
early,256,1,2,0.9988130340425987,0.5105965634452865
early,256,1,3,0.9810260071216292,0.5009876991617429
early,256,1,4,0.9340563267860513,0.5171944525463537
early,256,1,5,0.9129613403260238,0.5064509235259264
early,256,1,6,0.872756422661108,0.526466919446233
early,256,1,7,0.8438936010433307,0.5067268776098084
early,256,1,8,0.8168509322514371,0.522156398031817
early,256,1,9,0.7844250108313373,0.5356020819154992
early,256,1,10,0.7561109457116114,0.5390446901310186
early,256,1,11,0.702665816298307,0.5291104654042363
early,256,1,12,0.6856350895613823,0.524640382238903
early,256,1,13,0.6605073086858735,0.5097469941916954
early,256,1,14,0.6221829313305732,0.5275791434233593
early,256,1,15,0.5864402083900031,0.5348436209235933
early,256,1,16,0.5556461480189496,0.524951923576678
early,256,1,17,0.5278412057502376,0.5244399746364383
early,256,1,18,0.4902078998996204,0.5213887956405002
early,256,1,19,0.49200377079445545,0.5244250854674984
early,256,1,20,0.46595475742510295,0.5286033470362604
early,256,1,21,0.4494821634192479,0.5410511814417974
early,256,1,22,0.43948270822447427,0.501285023941906
early,256,1,23,0.42253586340920507,0.5390738570040546
early,256,1,24,0.37838208057436107,0.5253706547015226
early,256,1,25,0.3701080282529195,0.5498374726445915
early,256,1,26,0.3689464733513009,0.5288243915771941
early,256,1,27,0.34172267863756717,0.5278319841361562
early,256,1,28,0.344853328751141,0.5298061289567125
early,256,1,29,0.33671969480401887,0.5126792738488104
early,256,1,30,0.2985329789908852,0.533260018698595
early,256,1,31,0.3060703885367536,0.5378502241324384
early,256,1,32,0.28605201112942436,0.5247125962369231
early,256,1,33,0.25694740405232885,0.5296321672087303
early,256,1,34,0.2773077430061781,0.5293644373269936
early,256,1,35,0.2510680884044627,0.5242059364675798
early,256,1,36,0.25642281888038154,0.5267632047361621
early,256,1,37,0.22907631842326617,0.5148326084417613
early,256,1,38,0.21252990605950042,0.5071035399534186
early,256,1,39,0.2249128856058196,0.5298070461539779
early,256,1,40,0.2309869759742982,0.5220751037808706
early,256,1,41,0.21984833870034207,0.510615060256803
early,256,1,42,0.226383943648476,0.5253759438724191
early,256,1,43,0.24401957578859304,0.5292972067674483
early,256,1,44,0.20886635121319863,0.5189171935964957
early,256,1,45,0.1774252542047676,0.5214308032752503
early,256,1,46,0.18431250676708272,0.5256847641916403
early,256,1,47,0.19070436768331553,0.5182369389580762
early,256,1,48,0.1750114521016599,0.509552181492549
early,256,1,49,0.19542955190647304,0.5258535896349371
early,256,1,50,0.18684195572622805,0.5265059003300075
early,512,1,1,1.0574332633669294,0.4683351707851881
early,512,1,2,1.0086183016068666,0.47832506938597313
early,512,1,3,0.9749186492654596,0.5015863538167942
early,512,1,4,0.9328848383245193,0.4582844925789569
early,512,1,5,0.9126446039032122,0.5066826381283794
early,512,1,6,0.884119040071182,0.5189175604754017
early,512,1,7,0.8437662277947574,0.5072121055363862
early,512,1,8,0.8013917088821492,0.5253464712669613
early,512,1,9,0.7677286838296205,0.5142543461392416
early,512,1,10,0.727078936231418,0.5364102244259414
early,512,1,11,0.6748319401202865,0.5226153941166075
early,512,1,12,0.6416244642941031,0.5349187088063778
early,512,1,13,0.6214337583601944,0.5147097040082131
early,512,1,14,0.5551313445011149,0.5130065909795484
early,512,1,15,0.5319297901914501,0.5215460949714966
early,512,1,16,0.472085293040188,0.5064571298940882
early,512,1,17,0.4741242476335661,0.5059865771237549
early,512,1,18,0.44718311746602296,0.5213147778211917
early,512,1,19,0.41917951275983195,0.5217891828200392
early,512,1,20,0.40427130499849795,0.5217526172223965
early,512,1,21,0.40517226573363374,0.518702049691302
early,512,1,22,0.36517266729685266,0.5236840206503907
early,512,1,23,0.3523370229353116,0.5449310481669202
early,512,1,24,0.36171392834405575,0.5195989768970238
early,512,1,25,0.3178468580477507,0.5188215604949685
early,512,1,26,0.2929612138452805,0.52070838813587
early,512,1,27,0.2799064216651316,0.5259268736964334
early,512,1,28,0.28233375973275954,0.5103236972588642
early,512,1,29,0.25073273577715155,0.5181328370684662
early,512,1,30,0.26265030919410426,0.5171226054272396
early,512,1,31,0.23349511060189074,0.5241746600408336
early,512,1,32,0.23684690403813138,0.5168363787339865
early,512,1,33,0.22227662082106422,0.5242140995232408
early,512,1,34,0.2379861518623322,0.5049292015430927
early,512,1,35,0.20299090640594952,0.5261241934014383
early,512,1,36,0.1858357918641855,0.5097210986555722
early,512,1,37,0.1889298731495389,0.5163034259763717
early,512,1,38,0.18545310457391062,0.5143620556714281
early,512,1,39,0.20542936969616907,0.5348171139226264
early,512,1,40,0.18603822405100495,0.526703831499856
early,512,1,41,0.17570741247786625,0.5248065783833725
early,512,1,42,0.15942423370253694,0.5406072273921575
early,512,1,43,0.15410653030465593,0.5129927718740848
early,512,1,44,0.15033157151241314,0.5345933483631392
early,512,1,45,0.1324837232042798,0.5068489565658177
early,512,1,46,0.1797858731249186,0.5163186820242177
early,512,1,47,0.1499878141559719,0.5168155277828224
early,512,1,48,0.16247691476126042,0.5220056108014042
early,512,1,49,0.1452719349795439,0.5261625628203693
early,512,1,50,0.12484721528498206,0.5345782451815042
intermediate,128,1,1,1.0585786523468539,0.4549430206485563
intermediate,128,1,2,1.0062018141658913,0.46965058452981717
intermediate,128,1,3,0.9795304320928618,0.4963408415101469
intermediate,128,1,4,0.9554188633215396,0.5256334011447845
intermediate,128,1,5,0.9278794589630888,0.5235354958398989
intermediate,128,1,6,0.905166949187051,0.5059248497478013
intermediate,128,1,7,0.8631460511778283,0.5209220339521968
intermediate,128,1,8,0.8242620117082371,0.5269755664763176
intermediate,128,1,9,0.8063328306818884,0.5276827867143364
intermediate,128,1,10,0.7718005654380078,0.49333922173977646
intermediate,128,1,11,0.7325662687381734,0.5338689765362595
intermediate,128,1,12,0.6955841291607834,0.5256226699367806
intermediate,128,1,13,0.6563113552378858,0.5028572223475726
intermediate,128,1,14,0.6734952452614551,0.5318615068817311
intermediate,128,1,15,0.6197242434882116,0.5399621625554828
intermediate,128,1,16,0.5842343873865022,0.5278683968675879
intermediate,128,1,17,0.5538143162026493,0.5203108136946112
intermediate,128,1,18,0.5151867187555068,0.5373038191482661
intermediate,128,1,19,0.5152215780861421,0.5365471008311642
intermediate,128,1,20,0.49645725870382756,0.537438127401146
intermediate,128,1,21,0.47077597110603114,0.5216464057790765
intermediate,128,1,22,0.4287650528072998,0.5157538413750132
intermediate,128,1,23,0.42050661846721576,0.5285720706095143
intermediate,128,1,24,0.408503942915148,0.5261131564610128
intermediate,128,1,25,0.38985779826722433,0.534195009590826
intermediate,128,1,26,0.3880888728175576,0.5089148211129028
intermediate,128,1,27,0.355405047340343,0.5241127186521847
intermediate,128,1,28,0.32883108229305485,0.5139591003395464
intermediate,128,1,29,0.34593547423054855,0.5377536738336461
intermediate,128,1,30,0.3401646787726034,0.5370672128270648
intermediate,128,1,31,0.29899622609452625,0.5238658397216123
intermediate,128,1,32,0.3141316661997417,0.5259135743360869
intermediate,128,1,33,0.2701403379753193,0.5286862922422845
intermediate,128,1,34,0.2494271983077207,0.5122156612044512
intermediate,128,1,35,0.27755825984196403,0.5150817497922547
intermediate,128,1,36,0.2698954389164141,0.52156300197442
intermediate,128,1,37,0.2481775596698751,0.5189720419929595
intermediate,128,1,38,0.2387355332925251,0.5333562632649654
intermediate,128,1,39,0.24029136830427517,0.5178827173742232
intermediate,128,1,40,0.22188776770601748,0.5431823198609284
intermediate,128,1,41,0.202690981660928,0.5235407850107955
intermediate,128,1,42,0.2255376147160067,0.5203960213205562
intermediate,128,1,43,0.2064538920723547,0.5276675306664905
intermediate,128,1,44,0.2059771487015126,0.5260797704805563
intermediate,128,1,45,0.19397077026955412,0.5214128262088508
intermediate,128,1,46,0.17904268952179456,0.5132621527108988
intermediate,128,1,47,0.15586495749515497,0.5246793631226776
intermediate,128,1,48,0.19117929162628694,0.5161913138973118
intermediate,128,1,49,0.17768982612085468,0.5226393329652316
intermediate,128,1,50,0.18002798965596778,0.5174001493197148
intermediate,256,1,1,1.0577828195777152,0.4483845710298963
intermediate,256,1,2,0.9947403412791375,0.5013767436684344
intermediate,256,1,3,0.9679433880202727,0.520005478724998
intermediate,256,1,4,0.9293582323655056,0.44414984068283503
intermediate,256,1,5,0.9021751351869638,0.5086575472799904
intermediate,256,1,6,0.8569550612780052,0.4943165871456637
intermediate,256,1,7,0.8114888136155336,0.511810535172375
intermediate,256,1,8,0.7912022197653302,0.5264870977860693
intermediate,256,1,9,0.7443970271295762,0.5143022238364895
intermediate,256,1,10,0.7172317174788848,0.519265606264335
intermediate,256,1,11,0.6595734324980909,0.5271709906403076
intermediate,256,1,12,0.633482806951668,0.5086434835885894
intermediate,256,1,13,0.5878670591069018,0.5268620174548754
intermediate,256,1,14,0.5337833249037034,0.5257186087707294
intermediate,256,1,15,0.5453409249075442,0.5338951166583201
intermediate,256,1,16,0.49580816529554333,0.523240127747235
intermediate,256,1,17,0.49218711335202214,0.5178397313957235
intermediate,256,1,18,0.4369624006779488,0.5053878918954615
intermediate,256,1,19,0.421521322777265,0.5238297327226022
intermediate,256,1,20,0.39720220085517,0.5105184488115263
intermediate,256,1,21,0.365769731012855,0.518757050953977
intermediate,256,1,22,0.34221958472659897,0.519008913323024
intermediate,256,1,23,0.35590905263980854,0.5152112274728708
intermediate,256,1,24,0.30694907387410564,0.5358958601995699
intermediate,256,1,25,0.32297569873138987,0.536714214172899
intermediate,256,1,26,0.2813685650587708,0.5235197811934204
intermediate,256,1,27,0.28778266875449754,0.5142822900825905
intermediate,256,1,28,0.2988738129770975,0.5173661518744148
intermediate,256,1,29,0.25719208072802524,0.5124079974709814
intermediate,256,1,30,0.24785314531620406,0.5373662191355477
intermediate,256,1,31,0.23056520310443218,0.5269164072527067
intermediate,256,1,32,0.20685165881954154,0.5285204018302365
intermediate,256,1,33,0.201329160667467,0.5234054066944395
intermediate,256,1,34,0.20032207061612387,0.5162856017761831
intermediate,256,1,35,0.1931015343021533,0.5306640752786598
intermediate,256,1,36,0.18258354969303126,0.5156147025498695
intermediate,256,1,37,0.1907618358692159,0.5007519183180803
intermediate,256,1,38,0.18449307325005218,0.5212987574422915
intermediate,256,1,39,0.1741011407900983,0.5115786065572266
intermediate,256,1,40,0.18991703033603707,0.5162443584724875
intermediate,256,1,41,0.16202815729645606,0.5372775261599947
intermediate,256,1,42,0.16131626421541678,0.5284480349660056
intermediate,256,1,43,0.1447143279739565,0.5268488709607397
intermediate,256,1,44,0.14126864560632882,0.5305655682923683
intermediate,256,1,45,0.14699014141334324,0.5286992858702092
intermediate,256,1,46,0.12741053982434936,0.5279433318841616
intermediate,256,1,47,0.1436139144531385,0.5268881575769361
intermediate,256,1,48,0.10653705804992536,0.5214259727029864
intermediate,256,1,49,0.11902225463409123,0.5308429593186325
intermediate,256,1,50,0.13050158599543132,0.4957889944888674
intermediate,512,1,1,1.0551383382692112,0.47717530146745446
intermediate,512,1,2,0.9992879979566639,0.5078971907470694
intermediate,512,1,3,0.962513430537827,0.5013623742446117
intermediate,512,1,4,0.9285908737207648,0.5155837318555451
intermediate,512,1,5,0.8866460177842088,0.4783721827521666
intermediate,512,1,6,0.8356473668040879,0.4876483490143492
intermediate,512,1,7,0.8094218925541155,0.5212597765585169
intermediate,512,1,8,0.7509985272027063,0.5051510715615651
intermediate,512,1,9,0.720630474603708,0.548544193927298
intermediate,512,1,10,0.6734029606884233,0.5411628349222247
intermediate,512,1,11,0.628791506052643,0.5251102623979083
intermediate,512,1,12,0.5982351874116212,0.526129176839913
intermediate,512,1,13,0.5579965515086657,0.5285178336778937
intermediate,512,1,14,0.5430741427451606,0.5261276787510464
intermediate,512,1,15,0.5031576520345342,0.5192547221901204
