external_code,fold,split,label,in_buffer
4479,0,train,0,False
4480,0,train,1,False
4481,0,train,1,False
4484,0,train,2,False
4485,0,train,2,False
4488,0,train,1,False
4489,0,val,1,True
4490,0,train,1,False
4491,0,val,1,False
4492,0,val,1,False
4496,0,val,1,False
4497,0,train,0,False
4498,0,train,0,False
4499,0,train,0,False
4500,0,val,1,True
4501,0,val,1,True
4503,0,val,1,False
4504,0,train,0,False
4506,0,train,0,False
4507,0,train,1,False
4508,0,train,1,False
4509,0,train,1,False
4510,0,train,1,False
4511,0,val,0,False
4513,0,train,2,False
4514,0,val,0,False
4515,0,val,1,True
4516,0,val,1,False
4517,0,train,1,False
4518,0,train,1,False
4519,0,train,1,False
4520,0,val,1,False
4521,0,val,1,True
4522,0,val,1,False
4523,0,val,2,False
4524,0,train,0,False
4526,0,train,1,False
4527,0,val,1,False
4528,0,train,1,False
4529,0,train,1,False
4531,0,val,1,False
4532,0,val,2,False
4533,0,train,0,False
4534,0,train,2,False
4536,0,train,1,False
4538,0,train,1,False
4539,0,train,1,False
4540,0,train,1,False
4541,0,train,1,False
4543,0,train,0,False
4544,0,train,1,False
4545,0,train,0,False
4546,0,val,1,False
4547,0,train,1,False
4548,0,train,1,False
4549,0,train,0,False
4550,0,val,0,False
4551,0,train,0,False
4552,0,val,1,True
4553,0,train,0,False
4554,0,train,1,False
4556,0,train,0,False
4558,0,train,0,False
4559,0,train,0,False
4560,0,train,0,False
4563,0,val,1,False
4564,0,train,1,False
4565,0,val,1,True
4566,0,train,1,False
4567,0,train,1,False
4568,0,train,1,False
4569,0,train,1,False
4570,0,train,0,False
4571,0,train,1,False
4572,0,train,2,False
4574,0,train,1,False
4576,0,val,1,False
4577,0,train,2,False
4578,0,train,2,False
4579,0,train,1,False
4580,0,val,1,False
4581,0,val,1,False
4585,0,train,1,False
4587,0,train,2,False
4588,0,train,0,False
4589,0,train,1,False
4590,0,val,1,False
4591,0,val,1,False
4593,0,train,0,False
4594,0,train,1,False
4595,0,val,0,False
4596,0,train,1,False
4597,0,train,2,False
4599,0,train,0,False
4600,0,train,0,False
4601,0,train,1,False
4602,0,train,0,False
4603,0,train,2,False
4604,0,train,2,False
4606,0,train,1,False
4607,0,val,1,False
4609,0,train,2,False
4610,0,train,2,False
4611,0,train,2,False
4612,0,val,1,False
4613,0,train,2,False
4614,0,train,1,False
4615,0,train,2,False
4616,0,train,2,False
4619,0,val,1,False
4620,0,val,1,True
4621,0,train,0,False
4622,0,val,1,False
4623,0,val,0,False
4624,0,train,0,False
4625,0,val,1,True
4626,0,train,1,False
4627,0,val,2,False
4628,0,train,0,False
4629,0,val,0,False
4630,0,train,2,False
4633,0,train,1,False
4634,0,val,1,False
4635,0,val,1,False
4638,0,train,1,False
4639,0,train,1,False
4640,0,train,2,False
4641,0,train,2,False
4643,0,train,2,False
4644,0,train,1,False
4646,0,train,2,False
4648,0,val,1,False
4649,0,train,2,False
4650,0,val,2,False
4652,0,train,1,False
4653,0,train,2,False
4654,0,train,1,False
4655,0,train,2,False
4656,0,train,2,False
4657,0,val,0,False
4658,0,train,1,False
4659,0,train,1,False
4660,0,train,2,False
4662,0,train,2,False
4663,0,val,1,False
4665,0,train,0,False
4666,0,val,1,False
4667,0,train,0,False
4668,0,val,2,False
4670,0,val,2,False
4671,0,val,1,True
4672,0,train,1,False
4674,0,train,1,False
4675,0,val,1,True
4676,0,train,0,False
4678,0,val,1,False
4679,0,train,1,False
4680,0,train,2,False
4681,0,train,1,False
4682,0,val,2,False
4683,0,train,1,False
4684,0,train,0,False
4685,0,val,1,False
4687,0,train,1,False
4688,0,train,1,False
4689,0,train,2,False
4690,0,train,2,False
4691,0,train,1,False
4692,0,val,2,False
4693,0,train,0,False
4694,0,val,1,False
4697,0,train,2,False
4699,0,train,2,False
4700,0,train,1,False
4701,0,val,1,True
4703,0,train,1,False
4704,0,train,1,False
4705,0,train,1,False
4707,0,train,0,False
4708,0,train,0,False
4709,0,train,1,False
4710,0,val,1,True
4714,0,val,0,False
4715,0,train,1,False
4716,0,val,1,False
4717,0,val,2,False
4718,0,train,1,False
4719,0,train,1,False
4720,0,val,1,True
4721,0,val,0,False
4723,0,train,2,False
4725,0,train,1,False
4726,0,train,1,False
4727,0,val,1,False
4728,0,val,0,False
4731,0,val,1,False
4732,0,val,2,False
4734,0,val,1,True
4735,0,train,1,False
4736,0,train,1,False
4737,0,train,1,False
4738,0,val,1,False
4740,0,val,0,False
4742,0,train,2,False
4743,0,val,1,True
4744,0,train,2,False
4745,0,train,2,False
4747,0,val,1,False
4748,0,train,2,False
4749,0,train,1,False
4750,0,train,1,False
4751,0,train,0,False
4754,0,train,0,False
4755,0,train,1,False
4757,0,val,1,True
4758,0,train,1,False
4761,0,train,1,False
4762,0,train,0,False
4763,0,train,0,False
4764,0,train,0,False
4766,0,val,1,False
4767,0,train,1,False
4768,0,train,0,False
4770,0,train,1,False
4771,0,train,0,False
4772,0,train,1,False
4773,0,train,1,False
4775,0,train,1,False
4776,0,train,1,False
4777,0,val,1,True
4778,0,val,0,False
4779,0,val,0,False
4780,0,train,1,False
4781,0,train,1,False
4783,0,train,1,False
4784,0,train,0,False
4785,0,val,0,False
4786,0,train,1,False
4787,0,train,0,False
4788,0,train,2,False
4789,0,train,2,False
4791,0,train,1,False
4792,0,train,0,False
4793,0,val,2,False
4794,0,train,0,False
4796,0,val,2,False
4797,0,val,1,False
4798,0,train,1,False
4800,0,train,0,False
4801,0,train,1,False
4803,0,train,0,False
4804,0,train,2,False
4805,0,train,0,False
4806,0,val,1,False
4807,0,train,1,False
4810,0,val,1,True
4811,0,train,0,False
4813,0,train,0,False
4815,0,train,0,False
4816,0,train,0,False
4817,0,val,2,False
4818,0,train,1,False
4820,0,val,0,False
4821,0,train,2,False
4822,0,val,1,False
4823,0,train,2,False
4824,0,val,1,True
4825,0,train,2,False
4827,0,train,1,False
4828,0,train,2,False
4829,0,train,2,False
4830,0,train,2,False
4832,0,train,1,False
4833,0,val,2,False
4834,0,train,2,False
4836,0,train,1,False
4837,0,train,1,False
4838,0,train,1,False
4840,0,train,1,False
4841,0,train,1,False
4842,0,train,1,False
4844,0,train,1,False
4845,0,train,0,False
4846,0,val,1,False
4851,0,val,1,False
4852,0,train,2,False
4853,0,val,1,False
4855,0,val,1,True
4856,0,train,2,False
4857,0,train,2,False
4858,0,train,2,False
4859,0,train,1,False
4860,0,train,0,False
4862,0,train,0,False
4863,0,train,1,False
4864,0,val,0,False
4865,0,train,1,False
4866,0,val,0,False
4867,0,train,0,False
4868,0,train,0,False
4869,0,val,0,False
4870,0,train,1,False
4871,0,train,2,False
4872,0,train,1,False
4873,0,train,1,False
4874,0,train,1,False
4876,0,train,0,False
4877,0,val,1,False
4878,0,train,0,False
4879,0,train,1,False
4881,0,train,0,False
4882,0,train,1,False
4884,0,train,0,False
4885,0,train,1,False
4886,0,train,1,False
4887,0,train,1,False
4888,0,train,2,False
4889,0,train,0,False
4890,0,train,1,False
4891,0,train,2,False
4892,0,val,1,True
4894,0,train,1,False
4896,0,train,1,False
4897,0,val,1,False
4898,0,train,2,False
4899,0,train,1,False
4900,0,train,1,False
4901,0,val,1,True
4902,0,train,1,False
4903,0,val,0,False
4904,0,train,1,False
4906,0,train,1,False
4907,0,train,2,False
4908,0,train,2,False
4910,0,train,0,False
4911,0,train,0,False
4914,0,train,0,False
4915,0,train,0,False
4917,0,train,2,False
4918,0,val,1,False
4919,0,train,1,False
4920,0,train,1,False
4921,0,train,1,False
4924,0,train,0,False
4925,0,train,0,False
4927,0,val,1,False
4928,0,train,0,False
4930,0,train,0,False
4932,0,val,1,True
4933,0,train,2,False
4934,0,train,0,False
4935,0,train,1,False
4936,0,train,0,False
4937,0,train,1,False
4938,0,val,0,False
4939,0,train,2,False
4940,0,train,0,False
4942,0,train,2,False
4944,0,train,1,False
4945,0,train,0,False
4946,0,train,1,False
4948,0,train,1,False
4949,0,train,0,False
4950,0,train,1,False
4951,0,train,1,False
4952,0,val,1,False
4957,0,train,1,False
4958,0,train,1,False
4959,0,val,2,False
4960,0,val,2,False
4961,0,train,2,False
4962,0,train,2,False
4963,0,train,0,False
4964,0,train,0,False
4965,0,val,1,True
4966,0,train,0,False
4967,0,train,0,False
4968,0,train,0,False
4969,0,train,0,False
4970,0,train,0,False
4971,0,val,1,False
4973,0,val,1,True
4974,0,train,0,False
4975,0,train,1,False
4977,0,train,2,False
4978,0,train,0,False
4980,0,train,0,False
4984,0,train,2,False
4985,0,train,2,False
4986,0,train,2,False
4987,0,val,1,True
4988,0,train,1,False
4989,0,train,1,False
4990,0,val,1,True
4992,0,train,0,False
4994,0,train,1,False
4995,0,train,2,False
4996,0,val,1,True
4999,0,train,2,False
5001,0,val,1,True
5002,0,train,2,False
5003,0,train,2,False
5004,0,train,1,False
5005,0,val,0,False
5006,0,val,1,True
5007,0,val,2,False
5008,0,train,2,False
5009,0,val,2,False
5010,0,val,2,False
5012,0,train,1,False
5013,0,train,2,False
5016,0,val,0,False
5017,0,train,2,False
5019,0,train,2,False
5021,0,train,1,False
5023,0,val,0,False
5024,0,train,1,False
5027,0,train,0,False
5028,0,train,1,False
5030,0,train,1,False
5031,0,train,2,False
5032,0,train,0,False
5034,0,train,1,False
5035,0,train,1,False
5036,0,train,2,False
5037,0,train,1,False
5039,0,val,0,False
5040,0,train,0,False
5041,0,val,0,False
5042,0,train,0,False
5044,0,train,0,False
5045,0,train,0,False
5046,0,train,0,False
5047,0,train,0,False
5048,0,train,1,False
5049,0,train,1,False
5050,0,train,0,False
5052,0,train,1,False
5054,0,train,1,False
5056,0,train,1,False
5057,0,train,0,False
5058,0,train,1,False
5060,0,train,1,False
5061,0,train,0,False
5062,0,train,1,False
5063,0,train,1,False
5065,0,train,1,False
5066,0,val,0,False
5067,0,train,1,False
5068,0,train,1,False
5069,0,val,0,False
5070,0,train,1,False
5072,0,val,1,False
5073,0,train,0,False
5076,0,train,0,False
5077,0,train,1,False
5078,0,val,0,False
5080,0,val,1,False
2,1,train,2,False
3,1,val,2,False
4,1,train,1,False
5,1,train,2,False
6,1,val,2,False
7,1,train,2,False
8,1,train,1,False
9,1,train,2,False
11,1,train,0,False
12,1,val,2,False
13,1,val,1,True
14,1,val,0,False
15,1,train,0,False
16,1,train,2,False
17,1,train,0,False
18,1,train,0,False
19,1,train,0,False
20,1,train,0,False
21,1,val,1,False
23,1,val,1,False
24,1,train,0,False
25,1,train,0,False
26,1,train,0,False
27,1,train,0,False
28,1,train,0,False
29,1,train,1,False
30,1,train,0,False
31,1,val,1,True
32,1,train,0,False
33,1,train,0,False
34,1,train,0,False
35,1,train,1,False
36,1,val,1,True
38,1,train,1,False
39,1,train,0,False
40,1,train,0,False
41,1,val,1,True
42,1,val,1,True
43,1,train,0,False
45,1,train,1,False
46,1,train,0,False
47,1,train,0,False
48,1,val,0,False
49,1,train,0,False
50,1,train,0,False
51,1,train,0,False
52,1,train,1,False
54,1,train,0,False
55,1,train,1,False
56,1,val,1,True
57,1,train,0,False
59,1,train,0,False
62,1,train,0,False
63,1,train,0,False
64,1,train,0,False
65,1,val,0,False
66,1,train,0,False
67,1,train,0,False
68,1,train,0,False
69,1,train,0,False
70,1,train,0,False
71,1,val,0,False
72,1,train,0,False
73,1,val,1,False
74,1,train,2,False
75,1,train,1,False
76,1,train,1,False
77,1,train,0,False
78,1,train,0,False
79,1,val,0,False
80,1,train,0,False
81,1,train,1,False
83,1,train,1,False
84,1,val,1,False
85,1,train,0,False
86,1,train,0,False
87,1,train,2,False
89,1,train,0,False
91,1,train,0,False
92,1,train,0,False
93,1,train,0,False
95,1,train,1,False
96,1,train,0,False
97,1,train,0,False
98,1,train,0,False
99,1,val,0,False
100,1,val,1,False
101,1,train,0,False
103,1,train,0,False
105,1,train,0,False
106,1,val,0,False
107,1,train,1,False
108,1,train,0,False
109,1,train,0,False
110,1,train,0,False
111,1,train,0,False
112,1,train,0,False
113,1,train,0,False
114,1,train,1,False
115,1,train,0,False
116,1,val,0,False
117,1,train,1,False
118,1,val,0,False
119,1,train,0,False
120,1,train,0,False
121,1,train,0,False
122,1,train,0,False
123,1,train,0,False
124,1,val,0,False
125,1,train,0,False
126,1,train,0,False
127,1,train,0,False
128,1,train,0,False
130,1,train,0,False
131,1,train,0,False
133,1,train,1,False
134,1,train,1,False
135,1,train,1,False
136,1,val,0,False
137,1,train,1,False
139,1,train,0,False
140,1,train,1,False
142,1,train,0,False
143,1,train,0,False
144,1,train,0,False
145,1,val,0,False
146,1,val,1,True
147,1,val,0,False
148,1,train,0,False
150,1,train,0,False
151,1,train,0,False
152,1,train,0,False
153,1,train,0,False
154,1,train,0,False
155,1,train,0,False
156,1,train,0,False
157,1,val,0,False
158,1,val,0,False
159,1,train,1,False
160,1,val,0,False
161,1,train,0,False
162,1,train,0,False
163,1,train,0,False
166,1,val,1,False
167,1,val,0,False
168,1,train,0,False
170,1,train,0,False
171,1,train,0,False
172,1,train,1,False
173,1,train,0,False
174,1,train,1,False
176,1,train,0,False
177,1,train,1,False
179,1,train,1,False
180,1,train,0,False
181,1,val,1,False
182,1,train,0,False
185,1,train,0,False
186,1,train,0,False
187,1,val,0,False
188,1,train,1,False
189,1,val,0,False
190,1,train,0,False
191,1,train,0,False
192,1,train,0,False
194,1,val,0,False
196,1,train,1,False
197,1,train,0,False
198,1,train,2,False
199,1,train,0,False
201,1,train,0,False
202,1,train,0,False
203,1,val,1,True
204,1,train,0,False
205,1,train,0,False
206,1,train,0,False
207,1,train,0,False
208,1,val,0,False
209,1,train,0,False
210,1,val,0,False
211,1,train,0,False
212,1,train,0,False
213,1,train,0,False
214,1,train,0,False
215,1,train,0,False
216,1,train,0,False
217,1,train,0,False
218,1,train,1,False
220,1,train,1,False
222,1,val,0,False
223,1,val,0,False
224,1,train,0,False
225,1,train,0,False
226,1,train,0,False
227,1,train,1,False
228,1,val,0,False
229,1,val,0,False
230,1,val,0,False
231,1,val,2,False
233,1,val,0,False
235,1,train,1,False
236,1,train,0,False
238,1,train,0,False
239,1,train,0,False
240,1,train,0,False
241,1,val,2,False
242,1,val,0,False
243,1,train,0,False
244,1,train,0,False
245,1,train,0,False
246,1,train,0,False
247,1,train,0,False
249,1,train,1,False
251,1,train,2,False
253,1,train,1,False
255,1,train,0,False
256,1,train,0,False
257,1,train,0,False
260,1,train,0,False
261,1,val,1,True
262,1,val,0,False
263,1,train,0,False
264,1,train,0,False
265,1,train,0,False
266,1,train,0,False
267,1,val,0,False
268,1,train,0,False
269,1,val,0,False
270,1,train,1,False
271,1,train,0,False
272,1,train,0,False
273,1,train,0,False
274,1,train,0,False
275,1,train,0,False
277,1,val,0,False
278,1,val,0,False
279,1,train,0,False
280,1,train,0,False
281,1,val,1,False
282,1,val,0,False
283,1,train,2,False
284,1,train,0,False
285,1,val,1,True
286,1,train,1,False
288,1,train,0,False
289,1,train,0,False
290,1,val,0,False
292,1,train,0,False
293,1,train,0,False
294,1,train,0,False
295,1,train,1,False
296,1,train,0,False
297,1,train,2,False
298,1,train,0,False
299,1,train,0,False
300,1,val,0,False
301,1,train,0,False
304,1,train,1,False
305,1,val,0,False
306,1,val,0,False
307,1,train,0,False
311,1,train,0,False
312,1,train,1,False
313,1,train,1,False
314,1,train,0,False
315,1,train,1,False
316,1,train,2,False
317,1,val,2,False
318,1,train,1,False
319,1,train,0,False
320,1,train,2,False
321,1,val,0,False
322,1,train,0,False
323,1,train,1,False
324,1,train,2,False
325,1,val,2,False
326,1,val,0,False
327,1,train,1,False
328,1,train,1,False
329,1,val,0,False
330,1,train,0,False
331,1,train,0,False
332,1,train,0,False
333,1,train,1,False
334,1,train,0,False
335,1,val,0,False
336,1,train,0,False
337,1,train,0,False
338,1,train,2,False
339,1,train,2,False
340,1,train,1,False
342,1,train,0,False
343,1,train,0,False
346,1,train,0,False
348,1,val,0,False
349,1,val,1,True
350,1,train,0,False
352,1,train,1,False
355,1,train,0,False
356,1,train,0,False
357,1,train,1,False
358,1,train,0,False
359,1,train,2,False
361,1,train,0,False
362,1,train,2,False
363,1,train,0,False
364,1,train,1,False
365,1,train,0,False
366,1,train,0,False
367,1,train,2,False
368,1,train,2,False
369,1,train,1,False
371,1,val,0,False
372,1,train,0,False
373,1,val,0,False
374,1,train,0,False
376,1,train,0,False
377,1,train,0,False
379,1,train,1,False
380,1,train,2,False
381,1,train,0,False
382,1,train,0,False
383,1,train,1,False
384,1,train,1,False
385,1,train,1,False
386,1,val,0,False
387,1,train,2,False
388,1,train,2,False
389,1,train,2,False
390,1,train,2,False
391,1,train,2,False
392,1,train,1,False
393,1,train,1,False
394,1,train,0,False
395,1,val,1,True
396,1,train,2,False
397,1,train,1,False
398,1,val,2,False
400,1,train,1,False
401,1,train,2,False
402,1,train,2,False
403,1,train,2,False
405,1,train,2,False
406,1,train,0,False
408,1,train,2,False
409,1,train,0,False
410,1,train,2,False
412,1,val,1,False
413,1,train,1,False
414,1,val,2,False
416,1,train,0,False
417,1,train,0,False
419,1,train,0,False
420,1,train,2,False
421,1,train,1,False
422,1,train,1,False
423,1,train,2,False
424,1,train,2,False
426,1,train,1,False
428,1,train,1,False
429,1,train,0,False
431,1,train,1,False
432,1,val,0,False
433,1,train,1,False
436,1,train,0,False
437,1,train,2,False
438,1,train,0,False
440,1,train,0,False
441,1,train,2,False
442,1,train,1,False
445,1,train,1,False
446,1,val,1,False
447,1,train,2,False
448,1,val,1,True
450,1,train,0,False
451,1,val,0,False
453,1,train,1,False
454,1,train,2,False
456,1,val,1,False
458,1,train,1,False
459,1,train,0,False
460,1,train,0,False
461,1,train,1,False
462,1,train,0,False
463,1,train,2,False
464,1,train,1,False
465,1,train,1,False
466,1,train,0,False
467,1,train,2,False
468,1,train,1,False
469,1,train,1,False
470,1,val,0,False
471,1,train,2,False
473,1,train,1,False
475,1,train,0,False
476,1,val,1,True
477,1,train,2,False
479,1,train,1,False
480,1,train,0,False
481,1,train,2,False
483,1,train,1,False
485,1,train,0,False
486,1,train,0,False
487,1,val,0,False
489,1,val,0,False
490,1,train,0,False
491,1,train,0,False
492,1,train,0,False
493,1,train,0,False
494,1,train,0,False
495,1,train,1,False
496,1,train,0,False
497,1,train,0,False
498,1,val,0,False
499,1,val,1,False
500,1,train,0,False
501,1,train,0,False
502,1,train,0,False
503,1,train,0,False
505,1,train,0,False
506,1,train,0,False
507,1,train,0,False
508,1,train,0,False
509,1,train,0,False
510,1,train,0,False
511,1,train,0,False
512,1,train,0,False
513,1,val,1,False
514,1,train,0,False
515,1,train,0,False
517,1,val,0,False
519,1,train,1,False
520,1,train,0,False
521,1,train,0,False
522,1,val,0,False
523,1,train,0,False
524,1,train,0,False
525,1,val,0,False
526,1,val,0,False
527,1,train,0,False
528,1,train,0,False
529,1,train,0,False
530,1,train,0,False
531,1,val,0,False
532,1,val,1,True
533,1,train,0,False
536,1,val,0,False
537,1,val,0,False
538,1,train,0,False
539,1,train,2,False
540,1,val,0,False
541,1,val,0,False
542,1,train,0,False
544,1,train,0,False
545,1,train,1,False
546,1,train,0,False
547,1,train,0,False
549,1,train,0,False
550,1,train,2,False
551,1,train,0,False
552,1,train,0,False
553,1,train,0,False
554,1,val,0,False
555,1,val,0,False
556,1,train,1,False
557,1,train,0,False
558,1,val,0,False
559,1,train,0,False
560,1,train,2,False
561,1,train,2,False
562,1,val,1,True
563,1,val,1,False
564,1,train,0,False
567,1,train,0,False
568,1,train,1,False
569,1,train,0,False
571,1,train,0,False
572,1,train,1,False
573,1,train,0,False
574,1,train,2,False
575,1,train,0,False
576,1,val,0,False
577,1,train,1,False
579,1,val,0,False
580,1,train,0,False
581,1,train,0,False
582,1,train,0,False
583,1,train,0,False
584,1,train,0,False
585,1,train,2,False
587,1,train,1,False
588,1,train,0,False
589,1,train,0,False
590,1,train,0,False
591,1,train,0,False
592,1,train,2,False
593,1,train,1,False
594,1,train,0,False
595,1,train,0,False
596,1,train,0,False
597,1,train,0,False
598,1,val,1,True
599,1,train,2,False
600,1,train,1,False
601,1,train,0,False
604,1,train,1,False
606,1,train,0,False
607,1,val,1,True
609,1,train,1,False
610,1,train,0,False
611,1,train,0,False
612,1,val,1,False
613,1,train,1,False
614,1,train,1,False
615,1,val,2,False
616,1,train,1,False
617,1,train,0,False
618,1,val,0,False
619,1,train,0,False
620,1,train,0,False
621,1,train,0,False
622,1,train,0,False
623,1,train,0,False
625,1,train,2,False
626,1,train,0,False
627,1,train,0,False
628,1,train,0,False
629,1,train,0,False
630,1,train,0,False
631,1,train,0,False
632,1,train,2,False
634,1,train,1,False
635,1,train,2,False
636,1,train,2,False
637,1,train,0,False
638,1,train,0,False
639,1,train,2,False
640,1,train,2,False
641,1,train,2,False
643,1,train,1,False
645,1,train,2,False
646,1,val,2,False
648,1,train,2,False
649,1,train,2,False
650,1,train,1,False
651,1,train,0,False
652,1,val,0,False
653,1,train,1,False
654,1,train,0,False
655,1,train,2,False
656,1,train,2,False
657,1,train,0,False
658,1,train,1,False
659,1,val,1,True
660,1,train,1,False
661,1,train,0,False
662,1,val,1,False
664,1,train,1,False
665,1,train,1,False
666,1,train,1,False
667,1,train,1,False
668,1,train,2,False
670,1,train,0,False
671,1,train,2,False
672,1,val,1,False
673,1,train,1,False
674,1,train,0,False
675,1,train,0,False
676,1,train,0,False
678,1,train,0,False
679,1,train,2,False
680,1,train,2,False
682,1,train,1,False
683,1,val,2,False
685,1,train,0,False
686,1,train,2,False
687,1,val,1,True
688,1,val,1,False
689,1,train,0,False
690,1,val,2,False
692,1,val,1,True
694,1,train,0,False
695,1,val,1,True
697,1,train,1,False
698,1,val,1,False
699,1,train,1,False
700,1,train,2,False
701,1,val,0,False
702,1,train,2,False
703,1,train,2,False
704,1,train,0,False
705,1,train,2,False
706,1,train,0,False
708,1,train,0,False
710,1,train,1,False
711,1,val,0,False
714,1,train,0,False
715,1,train,0,False
716,1,val,1,False
717,1,train,2,False
718,1,train,2,False
720,1,val,1,True
721,1,train,2,False
723,1,val,0,False
724,1,val,1,False
725,1,train,1,False
727,1,train,1,False
728,1,train,2,False
729,1,train,2,False
730,1,val,2,False
733,1,train,2,False
734,1,val,2,False
735,1,train,0,False
736,1,train,0,False
737,1,train,0,False
739,1,val,0,False
740,1,val,1,True
741,1,train,0,False
742,1,train,2,False
743,1,train,1,False
744,1,train,0,False
745,1,val,0,False
746,1,train,1,False
747,1,train,1,False
748,1,val,1,False
750,1,train,1,False
751,1,train,2,False
752,1,val,1,False
753,1,val,2,False
754,1,train,2,False
755,1,val,1,False
756,1,val,1,False
757,1,train,2,False
758,1,val,2,False
759,1,val,1,True
760,1,train,0,False
762,1,train,2,False
763,1,train,2,False
764,1,train,2,False
765,1,train,2,False
766,1,train,2,False
767,1,train,2,False
768,1,train,2,False
769,1,train,0,False
770,1,train,0,False
771,1,train,2,False
772,1,train,1,False
774,1,train,2,False
775,1,val,1,True
777,1,val,0,False
778,1,train,0,False
780,1,train,0,False
781,1,train,0,False
782,1,train,0,False
783,1,val,2,False
784,1,val,2,False
787,1,train,2,False
788,1,train,1,False
789,1,train,1,False
790,1,train,1,False
791,1,train,2,False
792,1,train,2,False
793,1,train,2,False
794,1,train,2,False
795,1,train,2,False
796,1,train,2,False
797,1,train,2,False
798,1,train,1,False
799,1,train,2,False
800,1,train,0,False
801,1,train,2,False
802,1,train,1,False
804,1,train,0,False
805,1,train,2,False
807,1,train,0,False
808,1,val,2,False
809,1,train,1,False
810,1,train,0,False
811,1,val,1,True
812,1,train,0,False
814,1,train,2,False
815,1,train,2,False
816,1,train,1,False
817,1,train,0,False
818,1,val,1,False
819,1,train,2,False
820,1,val,2,False
821,1,train,2,False
822,1,train,0,False
823,1,train,1,False
824,1,train,2,False
825,1,train,2,False
827,1,train,1,False
828,1,train,2,False
829,1,train,1,False
830,1,train,1,False
831,1,train,0,False
834,1,train,0,False
835,1,train,0,False
836,1,train,1,False
837,1,train,2,False
838,1,train,0,False
839,1,train,1,False
841,1,train,1,False
842,1,val,2,False
843,1,train,0,False
844,1,train,2,False
845,1,train,2,False
846,1,train,1,False
847,1,train,2,False
848,1,train,2,False
849,1,train,2,False
850,1,train,1,False
851,1,train,2,False
852,1,val,2,False
853,1,train,2,False
854,1,train,2,False
855,1,train,0,False
856,1,val,2,False
857,1,train,2,False
858,1,train,0,False
859,1,train,2,False
860,1,val,1,True
861,1,train,2,False
862,1,train,2,False
863,1,train,0,False
864,1,train,2,False
866,1,train,2,False
867,1,train,0,False
869,1,val,1,False
870,1,train,2,False
871,1,train,0,False
872,1,train,0,False
873,1,train,1,False
874,1,val,2,False
875,1,train,0,False
876,1,train,2,False
878,1,train,2,False
879,1,train,2,False
880,1,train,0,False
882,1,train,1,False
883,1,train,2,False
885,1,train,2,False
886,1,train,1,False
887,1,val,1,True
888,1,train,2,False
889,1,train,0,False
890,1,train,0,False
894,1,train,0,False
895,1,train,1,False
896,1,train,0,False
897,1,train,0,False
898,1,train,1,False
899,1,train,1,False
900,1,train,2,False
901,1,train,0,False
902,1,train,0,False
903,1,train,0,False
904,1,val,2,False
905,1,train,0,False
906,1,val,1,True
907,1,train,2,False
908,1,train,1,False
910,1,val,2,False
911,1,train,0,False
912,1,train,2,False
913,1,train,2,False
914,1,train,0,False
915,1,train,2,False
916,1,val,1,False
917,1,train,1,False
918,1,train,2,False
919,1,train,0,False
920,1,val,1,True
921,1,train,0,False
923,1,train,1,False
924,1,train,2,False
926,1,train,1,False
927,1,val,2,False
928,1,train,1,False
929,1,train,2,False
930,1,train,2,False
931,1,train,2,False
932,1,train,1,False
933,1,val,0,False
934,1,train,2,False
935,1,train,0,False
936,1,val,1,False
937,1,train,1,False
938,1,train,0,False
939,1,val,1,True
941,1,train,2,False
942,1,train,1,False
943,1,train,1,False
944,1,train,0,False
945,1,train,0,False
946,1,train,2,False
947,1,train,2,False
948,1,train,0,False
949,1,train,2,False
951,1,train,2,False
952,1,train,0,False
953,1,train,0,False
954,1,train,0,False
955,1,train,2,False
957,1,train,2,False
958,1,train,2,False
959,1,val,2,False
960,1,train,2,False
961,1,train,2,False
962,1,train,2,False
963,1,train,1,False
964,1,val,1,True
965,1,train,0,False
966,1,train,1,False
967,1,train,2,False
969,1,train,1,False
970,1,train,1,False
971,1,train,1,False
972,1,train,2,False
973,1,train,1,False
974,1,train,0,False
976,1,train,0,False
977,1,train,0,False
978,1,val,1,False
979,1,train,1,False
982,1,train,2,False
983,1,train,2,False
984,1,train,2,False
985,1,train,2,False
986,1,train,2,False
987,1,train,2,False
988,1,train,2,False
989,1,train,2,False
990,1,train,2,False
992,1,train,2,False
993,1,train,2,False
994,1,train,1,False
995,1,val,1,True
996,1,val,2,False
997,1,train,2,False
998,1,train,1,False
999,1,val,1,True
1000,1,train,1,False
1001,1,train,0,False
1002,1,train,2,False
1003,1,val,2,False
1004,1,train,2,False
1005,1,val,1,True
1006,1,train,2,False
1008,1,train,1,False
1010,1,train,1,False
1011,1,train,2,False
1012,1,train,0,False
1013,1,train,2,False
1014,1,train,0,False
1015,1,val,0,False
1016,1,val,1,True
1018,1,train,2,False
1019,1,train,1,False
1020,1,val,2,False
1021,1,train,1,False
1023,1,train,2,False
1024,1,train,2,False
1025,1,train,0,False
1026,1,train,1,False
1027,1,train,1,False
1028,1,train,2,False
1029,1,val,1,True
1030,1,train,1,False
1031,1,val,2,False
1034,1,val,1,True
1035,1,val,1,False
1036,1,train,2,False
1038,1,train,0,False
1039,1,val,0,False
1042,1,train,2,False
1043,1,val,2,False
1044,1,train,1,False
1045,1,train,1,False
1046,1,train,1,False
1047,1,train,0,False
1049,1,train,1,False
1050,1,train,2,False
1051,1,train,1,False
1053,1,val,1,True
1055,1,train,1,False
1056,1,train,0,False
1057,1,train,1,False
